pdbid,-logKd/Ki,protein_name,set,dataset
6b2q,8.05,SERINE/THREONINE-PROTEIN KINASE PKNA,general,train
6chl,8.05,PHOSPHOPANTETHEINE ADENYLYLTRANSFERASE,general,train
6d56,8.05,GTPASE HRAS,refined,train
6e4t,8.05,5'-AMP-ACTIVATED PROTEIN KINASE CATALYTIC SUBUNIT A,general,train
6esn,8.05,NUCLEAR RECEPTOR ROR-GAMMA,general,train
1iwq,8.06,CALMODULIN,general,train
1zgb,8.06,ACETYLCHOLINESTERASE,general,train
2qu5,8.06,VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR 2,general,train
3dbu,8.06,CARBONIC ANHYDRASE 2,refined,train
3hiw,8.06,VACUOLAR SAPORIN,general,train
3ovz,8.06,CATHEPSIN K,general,train
4avt,8.06,SERUM AMYLOID P-COMPONENT,general,train
4fab,8.06,ANTIBODY IGG2A-KAPPA 4-4-20 FAB (LIGHT CHAIN),general,train
4i5m,8.06,SERINE/THREONINE-PROTEIN KINASE PLK2,general,train
5ea5,8.06,FUSION GLYCOPROTEIN F0,general,train
5q0n,8.06,BILE ACID RECEPTOR,general,train
6evr,8.06,CARBONIC ANHYDRASE 1,refined,train
1dva,8.07,COAGULATION FACTOR VIIA (HEAVY CHAIN),general,train
1gni,8.07,SERUM ALBUMIN,general,train
1jtq,8.07,THYMIDYLATE SYNTHASE,general,train
1wxz,8.07,ADENOSINE DEAMINASE,general,train
2jbo,8.07,MAP KINASE-ACTIVATED PROTEIN KINASE 2,general,train
2jbp,8.07,MAP KINASE-ACTIVATED PROTEIN KINASE 2,general,train
3ant,8.07,EPOXIDE HYDROLASE 2,general,train
3jwr,8.07,"CGMP-SPECIFIC 3',5'-CYCLIC PHOSPHODIESTERASE",general,train
3l9n,8.07,"CAMP-DEPENDENT PROTEIN KINASE, ALPHA-CATALYTIC",general,train
3oxz,8.07,TYROSINE-PROTEIN KINASE ABL1,general,train
3r2y,8.07,MAP KINASE-ACTIVATED PROTEIN KINASE 2,general,train
3v8w,8.07,TYROSINE-PROTEIN KINASE ITK/TSK,general,train
3vbd,8.07,CARBONIC ANHYDRASE 2,refined,train
4exg,8.07,BETA-SECRETASE 1,general,train
4um9,8.07,INTEGRIN ALPHA-V,general,train
5aa8,8.07,ALK TYROSINE KINASE RECEPTOR,general,train
5jfu,8.07,HIV-1 PROTEASE,refined,train
1siv,8.08,SIV PROTEASE,refined,train
2q70,8.08,ESTROGEN RECEPTOR,general,test
3fmz,8.08,RETINOL-BINDING PROTEIN 4,general,train
3ifl,8.08,"ANTIBODY FAB 12A11, LIGHT CHAIN",refined,train
3k39,8.08,NEURAMINIDASE,general,train
3lil,8.08,MACROPHAGE METALLOELASTASE (MMP-12),general,train
3wd9,8.08,"CAMP-SPECIFIC 3',5'-CYCLIC PHOSPHODIESTERASE 4B",general,train
4edz,8.08,HEMATOPOIETIC PROSTAGLANDIN D SYNTHASE,general,train
4hzz,8.08,NEURAMINIDASE,general,train
4mf0,8.08,TYROSINE-PROTEIN KINASE ITK/TSK,general,train
4qlu,8.08,PROTEASOME SUBUNIT ALPHA TYPE-2,general,train
4wxi,8.08,COAGULATION FACTOR XI,general,train
5q1c,8.08,BILE ACID RECEPTOR,general,train
6fiv,8.08,RETROPEPSIN,general,train
1acj,8.09,ACETYLCHOLINESTERASE,general,train
1lhf,8.09,THROMBIN ALPHA,general,train
2pj0,8.09,CARBOXYPEPTIDASE B,general,train
2rkg,8.09,PROTEASE RETROPEPSIN,refined,train
2yfx,8.09,ALK TYROSINE KINASE RECEPTOR,refined,train
3hub,8.09,MITOGEN-ACTIVATED PROTEIN KINASE 14,refined,train
3kqe,8.09,"COAGULATION FACTOR XA, HEAVY CHAIN",general,train
3oe6,8.09,"C-X-C CHEMOKINE RECEPTOR TYPE 4, LYSOZYME CHIMERA",general,train
3s2a,8.09,"PHOSPHATIDYLINOSITOL-4,5-BISPHOSPHATE 3-KINASE",general,train
3tu7,8.09,PROTHROMBIN,refined,train
4elh,8.09,DIHYDROFOLATE REDUCTASE,refined,train
4his,8.09,TRANSTHYRETIN,general,train
4kzc,8.09,"PHOSPHATIDYLINOSITOL-4,5-BISPHOSPHATE 3-KINASE",general,train
4loy,8.09,THROMBIN HEAVY CHAIN,refined,train
5cf6,8.09,TYROSINE-PROTEIN KINASE JAK2,general,train
5n6s,8.09,BETA-GLUCOSIDASE A,refined,train
5tv3,8.09,ALPHA-CARBONIC ANHYDRASE,general,train
5two,8.09,PEROXISOME PROLIFERATOR-ACTIVATED RECEPTOR GAMMA,general,train
6b59,8.09,CARBONIC ANHYDRASE 2,refined,train
1dbk,8.1,IGG1-KAPPA DB3 FAB (LIGHT CHAIN),general,train
1erb,8.1,RETINOL BINDING PROTEIN,refined,train
1fzj,8.1,"H-2 CLASS I HISTOCOMPATIBILITY ANTIGEN, K-B",refined,train
1ghy,8.1,THROMBIN,refined,train
1l6m,8.1,NEUTROPHIL GELATINASE-ASSOCIATED LIPOCALIN,general,train
1ody,8.1,HIV-1 PROTEASE,general,train
1p4r,8.1,BIFUNCTIONAL PURINE BIOSYNTHESIS PROTEIN PURH,general,train
1pq6,8.1,OXYSTEROLS RECEPTOR LXR-BETA,general,train
1qj7,8.1,THROMBIN,general,train
1rhr,8.1,CASPASE-3,general,train
1rt1,8.1,HIV-1 REVERSE TRANSCRIPTASE,general,train
1stc,8.1,CAMP-DEPENDENT PROTEIN KINASE,refined,train
1uk0,8.1,POLY [ADP-RIBOSE] POLYMERASE 1,general,train
1xud,8.1,COLLAGENASE 3,general,train
1ype,8.1,THROMBIN LIGHT CHAIN,refined,train
1zxc,8.1,"TNF-ALPHA-CONVERTING ENZYME, ADAM 17",general,train
2a5u,8.1,"PHOSPHATIDYLINOSITOL-4,5-BISPHOSPHATE 3-KINASE",general,train
2b52,8.1,CELL DIVISION PROTEIN KINASE 2,general,train
2cf8,8.1,THROMBIN HEAVY CHAIN,refined,train
2e9u,8.1,SERINE/THREONINE-PROTEIN KINASE CHK1,refined,train
2hiw,8.1,TYROSINE-PROTEIN KINASE ABL1,general,train
2iog,8.1,ESTROGEN RECEPTOR,general,test
2pvj,8.1,"CASEIN KINASE II, ALPHA SUBUNIT",refined,train
2qk5,8.1,BETA-SECRETASE 1,general,train
2ql5,8.1,CASPASE-7 (CASP-7),general,train
2qp8,8.1,BETA-SECRETASE 1,general,train
2qzl,8.1,BETA-SECRETASE 1,general,train
2rcw,8.1,POLY [ADP-RIBOSE] POLYMERASE 1,general,train
2vvu,8.1,COAGULATION FACTOR XA,refined,train
2wpa,8.1,CELL DIVISION PROTEIN KINASE 2,general,train
3at4,8.1,"CASEIN KINASE II, ALPHA SUBUNIT",general,train
3caj,8.1,CARBONIC ANHYDRASE 2,general,train
3ccc,8.1,DIPEPTIDYL PEPTIDASE 4,general,train
3f15,8.1,MACROPHAGE METALLOELASTASE (MMP-12),refined,train
3ion,8.1,3-PHOSPHOINOSITIDE-DEPENDENT PROTEIN KINASE 1,general,train
3ith,8.1,HIV-1 REVERSE TRANSCRIPTASE/RIBONUCLEASE H,general,train
3jzs,8.1,E3 UBIQUITIN-PROTEIN LIGASE MDM2,general,train
3kr8,8.1,TANKYRASE-2,refined,train
3l58,8.1,BETA-SECRETASE 1,general,train
3l8v,8.1,HEPATOCYTE GROWTH FACTOR RECEPTOR,general,train
3l9h,8.1,KINESIN-LIKE PROTEIN KIF11,general,train
3lox,8.1,HCV NS3 PROTEASE,general,train
3lxs,8.1,CRUZIPAIN,general,train
3nal,8.1,"SARCOPLASMIC/ENDOPLASMIC RETICULUM CALCIUM ATPASE 1, SERCA1A",general,train
3nx7,8.1,MACROPHAGE METALLOELASTASE (MMP-12),refined,train
3qai,8.1,,general,train
3skg,8.1,BETA-SECRETASE 1,general,train
3tyv,8.1,RNA-DIRECTED RNA POLYMERASE,general,train
3vw7,8.1,"PROTEINASE-ACTIVATED RECEPTOR 1, LYSOZYME",general,train
4bid,8.1,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 5,general,train
4d0x,8.1,TYROSINE-PROTEIN KINASE JAK2,general,train
4e90,8.1,"CGMP-SPECIFIC 3',5'-CYCLIC PHOSPHODIESTERASE-9",general,train
4eg5,8.1,METHIONYL-TRNA SYNTHETASE,general,train
4eqc,8.1,SERINE/THREONINE-PROTEIN KINASE PAK 1,general,train
4frk,8.1,BETA-SECRETASE 1,general,train
4hai,8.1,EPOXIDE HYDROLASE 2,general,train
4hgl,8.1,CASEIN KINASE I ISOFORM GAMMA-3,general,train
4i1c,8.1,BETA-SECRETASE 1,general,train
4i9i,8.1,TANKYRASE-1,general,train
4jq8,8.1,EPIDERMAL GROWTH FACTOR RECEPTOR,general,train
4nwm,8.1,TYROSINE-PROTEIN KINASE BTK,general,train
4oq3,8.1,E3 UBIQUITIN-PROTEIN LIGASE MDM2,general,train
4p10,8.1,CARBOXYPEPTIDASE B2,general,train
4pms,8.1,HIGH AFFINITY NERVE GROWTH FACTOR RECEPTOR,general,train
4poj,8.1,RETINOIC ACID RECEPTOR RXR-ALPHA,refined,train
4r74,8.1,ABC-TYPE FE3+ TRANSPORT SYSTEM,refined,train
4rwl,8.1,FIBROBLAST GROWTH FACTOR RECEPTOR 1,general,train
4ryg,8.1,RENIN,general,train
4u44,8.1,MITOGEN-ACTIVATED PROTEIN KINASE 4,general,train
4wf2,8.1,BIFUNCTIONAL LIGASE/REPRESSOR BIRA,general,train
4wht,8.1,HEAVY CHAIN OF THE FAB FRAGMENT DERIVED FROM NEUTRA,general,train
4why,8.1,EPITOPE PEPTIDE,general,train
4wke,8.1,A DISINTEGRIN AND METALLOPROTEINASE WITH THROMBOSPO,general,train
4wnp,8.1,SERINE/THREONINE-PROTEIN KINASE ULK1,general,train
4xy2,8.1,"CGMP 3',5'-CYCLIC PHOSPHODIESTERASE",general,train
4zxx,8.1,COAGULATION FACTOR VIIA HEAVY CHAIN,general,train
4zyi,8.1,E3 UBIQUITIN-PROTEIN LIGASE MDM2,general,train
5a6b,8.1,N-ACETYL-BETA-D-GLUCOSAMINIDASE,general,train
5ar8,8.1,RECEPTOR-INTERACTING SERINE/THREONINE-PROTEIN KINASE 2,general,train
5ax9,8.1,TRAF2 AND NCK-INTERACTING PROTEIN KINASE,general,train
5ei8,8.1,DUAL SPECIFICITY PROTEIN KINASE TTK,general,train
5enk,8.1,BETA-SECRETASE 1,general,train
5i3x,8.1,BETA-SECRETASE 1,refined,train
5jyy,8.1,NEURAMINIDASE,general,train
5lck,8.1,MITOGEN-ACTIVATED PROTEIN KINASE 1,general,train
5m7u,8.1,PROTEIN O-GLCNACASE,refined,train
5ml8,8.1,"RETINAL ROD RHODOPSIN-SENSITIVE CGMP 3',5'-CYCLIC",general,train
5mqv,8.1,CASEIN KINASE I ISOFORM DELTA,general,train
5q0m,8.1,BILE ACID RECEPTOR,general,train
5t2g,8.1,"PHOSPHATIDYLINOSITOL-4,5-BISPHOSPHATE 3-KINASE",general,train
5tzc,8.1,"CGMP-DEPENDENT 3',5'-CYCLIC PHOSPHODIESTERASE",general,train
5ug9,8.1,EPIDERMAL GROWTH FACTOR RECEPTOR,general,train
5w4w,8.1,CASEIN KINASE I ISOFORM DELTA,general,train
5w5o,8.1,RECEPTOR-INTERACTING SERINE/THREONINE-PROTEIN KINASE 2,general,train
5wg3,8.1,BETA-ADRENERGIC RECEPTOR KINASE 1,general,train
5xyz,8.1,TYROSINE-PROTEIN KINASE BTK,general,train
6e0q,8.1,POLYMERASE ACIDIC PROTEIN,general,train
6eyz,8.1,"PHOSPHATIDYLINOSITOL-4,5-BISPHOSPHATE 3-KINASE",general,train
6ffi,8.1,"METABOTROPIC GLUTAMATE RECEPTOR 5, ENDOLYSIN",general,train
6g9m,8.1,MITOGEN-ACTIVATED PROTEIN KINASE 1,general,train
6gwr,8.1,EPITHELIAL DISCOIDIN DOMAIN-CONTAINING RECEPTOR 1,refined,train
6ma1,8.1,UDP-N-ACETYLGLUCOSAMINE--PEPTIDE N,general,train
6ma5,8.1,UDP-N-ACETYLGLUCOSAMINE--PEPTIDE N,refined,train
6mu1,8.1,"INOSITOL 1,4,5-TRISPHOSPHATE RECEPTOR TYPE 1",general,train
1err,8.11,ESTROGEN RECEPTOR,general,test
1ndz,8.11,ADENOSINE DEAMINASE,refined,train
1nvr,8.11,SERINE/THREONINE-PROTEIN KINASE CHK1,refined,train
2jko,8.11,FOCAL ADHESION KINASE 1,general,train
2jkq,8.11,FOCAL ADHESION KINASE 1,general,train
2pq9,8.11,3-PHOSPHOSHIKIMATE 1-CARBOXYVINYLTRANSFERASE,refined,train
2znu,8.11,"GLUTAMATE RECEPTOR, IONOTROPIC KAINATE 1",general,train
3fv2,8.11,"GLUTAMATE RECEPTOR, IONOTROPIC KAINATE 1",refined,train
3vry,8.11,TYROSINE-PROTEIN KINASE HCK,general,train
3vye,8.11,RENIN,general,train
4aze,8.11,DUAL SPECIFICITY TYROSINE-PHOSPHORYLATION-REGULATED KINASE,general,train
4cp7,8.11,HIV-1 PROTEASE,refined,train
4ge4,8.11,KYNURENINE/ALPHA-AMINOADIPATE AMINOTRANSFERASE,general,train
4p6g,8.11,CATHEPSIN S,general,train
4puz,8.11,TYROSINE-PROTEIN KINASE SYK,general,train
4v01,8.11,FIBROBLAST GROWTH FACTOR RECEPTOR 1,refined,train
4v04,8.11,FIBROBLAST GROWTH FACTOR RECEPTOR 1,general,train
4z1j,8.11,CARBONIC ANHYDRASE 2,refined,train
4z7i,8.11,LEUCYL-CYSTINYL AMINOPEPTIDASE,general,train
5ea4,8.11,FUSION GLYCOPROTEIN F0,general,train
5lhi,8.11,LYSINE-SPECIFIC HISTONE DEMETHYLASE 1,general,train
5wad,8.11,BETA-LACTAMASE,general,train
6cnj,8.11,NEURONAL ACETYLCHOLINE RECEPTOR SUBUNIT ALPHA-4,general,train
6h38,8.11,CARBONIC ANHYDRASE 7,refined,train
1o5r,8.12,ADENOSINE DEAMINASE,refined,train
2k2g,8.12,MACROPHAGE METALLOELASTASE,general,train
2yi0,8.12,HEAT SHOCK PROTEIN HSP90-ALPHA,refined,train
3hiv,8.12,VACUOLAR SAPORIN,general,train
3rwc,8.12,MAJOR HISTOCOMPATIBILITY COMPLEX CLASS I,general,train
3upx,8.12,CALMODULIN-DOMAIN PROTEIN KINASE 1,general,train
4li8,8.12,TANKYRASE-1,general,train
4ngs,8.12,GLUTAMATE CARBOXYPEPTIDASE 2,general,train
6d1l,8.12,CARBONIC ANHYDRASE 2,general,train
6dil,8.12,HIV-1 PROTEASE,refined,train
6dj2,8.12,HIV-1 PROTEASE,refined,train
2yk1,8.13,"ANTIBODY FAB FRAGMENT, HEAVY CHAIN",refined,train
3dng,8.13,NEUTROPHIL COLLAGENASE,general,train
3oev,8.13,PROTEASOME COMPONENT Y7,general,train
3q3k,8.13,"COAGULATION FACTOR XA, HEAVY CHAIN",general,train
4pop,8.13,THIAMINE TRANSPORTER THIT,refined,train
4qfr,8.13,5'-AMP-ACTIVATED PROTEIN KINASE CATALYTIC SUBUNIT A,general,train
4ud7,8.13,MDM2,general,train
5alc,8.13,"ANTI-TICAGRELOR FAB 72, HEAVY CHAIN",general,train
5kww,8.13,FUSION GLYCOPROTEIN F0,general,train
1g35,8.14,HIV-1 PROTEASE,refined,train
1yqj,8.14,MITOGEN-ACTIVATED PROTEIN KINASE 14,refined,train
3b4f,8.14,CARBONIC ANHYDRASE 2,refined,train
3ljz,8.14,COLLAGENASE 3 (MMP-13),refined,train
3lxg,8.14,PHOSPHODIESTERASE,general,train
3odu,8.14,"C-X-C CHEMOKINE RECEPTOR TYPE 4, LYSOZYME CHIMERA",general,train
3oe8,8.14,"C-X-C CHEMOKINE RECEPTOR TYPE 4, LYSOZYME CHIMERA",general,train
3ryx,8.14,CARBONIC ANHYDRASE 2,refined,train
4buq,8.14,FIMH PROTEIN,refined,train
4isi,8.14,COAGULATION FACTOR VII,refined,train
4jt9,8.14,NAD-DEPENDENT PROTEIN DEACETYLASE SIRTUIN-3,general,train
4q07,8.14,CARBONIC ANHYDRASE 2,general,train
4rlp,8.14,P70S6K1,general,train
4zy1,8.14,PROBABLE M17 FAMILY AMINOPEPTIDASE,general,train
5jk3,8.14,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 7,general,train
5kup,8.14,TYROSINE-PROTEIN KINASE BTK,general,train
5xms,8.14,SERINE HYDROXYMETHYLTRANSFERASE,general,train
6dj5,8.14,HIV-1 PROTEASE,refined,train
6duf,8.14,P66 RT,general,train
6g1w,8.14,ACETYLCHOLINESTERASE,general,train
1aq1,8.15,CYCLIN-DEPENDENT KINASE 2,general,train
1fkh,8.15,FK506-BINDING PROTEIN (FKBP),refined,train
1g27,8.15,PEPTIDE DEFORMYLASE,general,train
1ikx,8.15,HIV-1 REVERSE TRANSCRIPTASE,general,train
1jlq,8.15,"HIV-1 REVERSE TRANSCRIPTASE, A-CHAIN",general,train
1pfy,8.15,METHIONYL-TRNA SYNTHETASE,general,train
1pmn,8.15,MITOGEN-ACTIVATED PROTEIN KINASE 10,general,train
1tfz,8.15,4-HYDROXYPHENYLPYRUVATE DIOXYGENASE,general,train
1tt1,8.15,"GLUTAMATE RECEPTOR, IONOTROPIC KAINATE 2",general,train
1u9x,8.15,CATHEPSIN K,general,train
1w5v,8.15,HIV-1 PROTEASE,refined,train
2ayp,8.15,SERINE/THREONINE-PROTEIN KINASE CHK1,general,train
2bed,8.15,GERANYL-GERANYLTRANSFERASE ALPHA SUBUNIT,general,train
2bkz,8.15,CELL DIVISION PROTEIN KINASE 2,general,train
2d1n,8.15,COLLAGENASE 3 (MMP-13),refined,train
2fm2,8.15,NS3 PROTEASE/HELICASE,general,train
2fxu,8.15,ACTIN-ALPHA-1,refined,train
2jf4,8.15,PERIPLASMIC TREHALASE,refined,train
2q1q,8.15,CARBONIC ANHYDRASE 2,refined,train
2wxi,8.15,"PHOSPHATIDYLINOSITOL-4,5-BISPHOSPHATE 3-KINASE",general,train
2ydk,8.15,SERINE/THREONINE-PROTEIN KINASE CHK1,general,train
2ywp,8.15,SERINE/THREONINE-PROTEIN KINASE CHK1,general,train
2zof,8.15,CYTOSOLIC NON-SPECIFIC DIPEPTIDASE,general,train
3bea,8.15,MACROPHAGE COLONY-STIMULATING FACTOR 1 RECEPTOR,general,train
3bu1,8.15,LIPOCALIN,refined,train
3byo,8.15,TYROSINE-PROTEIN KINASE LCK,general,train
3d8w,8.15,CARBONIC ANHYDRASE 2,refined,train
3dz5,8.15,S-ADENOSYLMETHIONINE DECARBOXYLASE BETA CHAIN,general,train
3faa,8.15,TGF-BETA RECEPTOR TYPE-1,general,train
3frz,8.15,RNA-DIRECTED RNA POLYMERASE,general,train
3g0b,8.15,DIPEPTIDYL PEPTIDASE 4,general,train
3h0e,8.15,CASPASE-3,general,train
3i1y,8.15,EPOXIDE HYDROLASE 2,general,train
3i4b,8.15,GLYCOGEN SYNTHASE KINASE-3 BETA,refined,train
3kb7,8.15,SERINE/THREONINE-PROTEIN KINASE PLK1,general,train
3l54,8.15,"PHOSPHATIDYLINOSITOL-4,5-BISPHOSPHATE 3-KINASE",general,train
3nw6,8.15,INSULIN-LIKE GROWTH FACTOR 1 RECEPTOR,general,train
3nww,8.15,MITOGEN-ACTIVATED PROTEIN KINASE 14,general,train
3nxq,8.15,ANGIOTENSIN-CONVERTING ENZYME,refined,train
3oaw,8.15,"PHOSPHATIDYLINOSITOL-4,5-BISPHOSPHATE 3-KINASE",general,train
3r4o,8.15,HEAT SHOCK PROTEIN HSP90-ALPHA,general,train
3rtp,8.15,MITOGEN-ACTIVATED PROTEIN KINASE 10,general,train
3v5l,8.15,TYROSINE-PROTEIN KINASE ITK/TSK,general,train
4alv,8.15,SERINE/THREONINE-PROTEIN KINASE PIM-1,general,train
4bcf,8.15,CYCLIN-DEPENDENT KINASE 9,general,train
4bcg,8.15,CYCLIN-DEPENDENT KINASE 9,general,train
4dbn,8.15,SERINE/THREONINE-PROTEIN KINASE B-RAF,general,train
4e4x,8.15,SERINE/THREONINE-PROTEIN KINASE B-RAF,general,train
4eo8,8.15,RNA-DIRECTED RNA POLYMERASE,refined,train
4erw,8.15,CYCLIN-DEPENDENT KINASE 2,general,train
4ge7,8.15,KYNURENINE/ALPHA-AMINOADIPATE AMINOTRANSFERASE,general,train
4jr5,8.15,NICOTINAMIDE PHOSPHORIBOSYLTRANSFERASE,general,train
4jze,8.15,COAGULATION FACTOR VIIA (HEAVY CHAIN),general,train
4kip,8.15,MITOGEN-ACTIVATED PROTEIN KINASE 14,general,train
4l33,8.15,TANKYRASE-2,general,train
4loo,8.15,MITOGEN-ACTIVATED PROTEIN KINASE 14,refined,train
4lop,8.15,MITOGEN-ACTIVATED PROTEIN KINASE 14,general,train
4loq,8.15,MITOGEN-ACTIVATED PROTEIN KINASE 14,general,train
4lxb,8.15,THROMBIN LIGHT CHAIN,general,train
4ly9,8.15,GLUCOKINASE REGULATORY PROTEIN,refined,train
4mbi,8.15,SERINE/THREONINE-PROTEIN KINASE PIM-1,general,train
4n5t,8.15,PROTEIN MDM4,general,train
4ona,8.15,CALMODULIN-DOMAIN PROTEIN KINASE 1,general,train
4op3,8.15,GLUCOKINASE REGULATORY PROTEIN,general,train
4qiz,8.15,CARBONIC ANHYDRASE 13,general,train
4qt1,8.15,TYROSINE-PROTEIN KINASE JAK3,general,train
4ufe,8.15,THROMBIN LIGHT CHAIN,general,train
4ufg,8.15,THROMBIN LIGHT CHAIN,general,train
4ufy,8.15,TANKYRASE-2,general,train
4uwf,8.15,PHOSPHATIDYLINOSITOL 3-KINASE CATALYTIC SUBUNIT TYP,general,train
4uwg,8.15,PHOSPHATIDYLINOSITOL 3-KINASE CATALYTIC SUBUNIT TYP,general,train
4ycl,8.15,SARCOPLASMIC/ENDOPLASMIC RETICULUM CALCIUM ATPASE 1,general,train
4yl3,8.15,PROSTAGLANDIN E SYNTHASE,general,train
4ytf,8.15,TYROSINE-PROTEIN KINASE JAK2,general,train
4zyx,8.15,TRIFUNCTIONAL PURINE BIOSYNTHETIC PROTEIN ADENOSINE-3,general,train
5brz,8.15,"HLA CLASS I HISTOCOMPATIBILITY ANTIGEN, A-1 ALPHA CHAIN",general,train
5h2u,8.15,PROTEIN-TYROSINE KINASE 6,general,train
5hmh,8.15,E3 UBIQUITIN-PROTEIN LIGASE MDM2,general,train
5jxq,8.15,QUEUINE TRNA-RIBOSYLTRANSFERASE,refined,train
5k00,8.15,MATERNAL EMBRYONIC LEUCINE ZIPPER KINASE,general,train
5kez,8.15,ALPHA-AMYLASE,general,train
5o4y,8.15,PROGRAMMED CELL DEATH 1 LIGAND 1,general,train
5tkd,8.15,NON-RECEPTOR TYROSINE-PROTEIN KINASE TYK2,general,train
5tkj,8.15,VFP1.01 ANTIBODY FAB HEAVY CHAIN,refined,train
5u4x,8.15,HISTONE-ARGININE METHYLTRANSFERASE CARM1,general,train
5u7k,8.15,"CGMP-DEPENDENT 3',5'-CYCLIC PHOSPHODIESTERASE",general,train
5v1y,8.15,PROTEASOMAL UBIQUITIN RECEPTOR ADRM1,general,train
5vo1,8.15,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 12,refined,train
6ba7,8.15,MALATE SYNTHASE G,general,train
6cvw,8.15,NS3 PROTEASE,general,train
6dcg,8.15,MITOGEN-ACTIVATED PROTEIN KINASE 1,general,train
6fod,8.15,VITAMIN D3 RECEPTOR A,general,train
6fyl,8.15,DUAL SPECIFICITY PROTEIN KINASE CLK2,general,train
6fzx,8.15,KERATINASE KP2,general,train
6g33,8.15,DUAL SPECIFICITY PROTEIN KINASE CLK1,general,train
1c8l,8.16,GLYCOGEN PHOSPHORYLASE,general,train
3g08,8.16,T-CELL SURFACE GLYCOPROTEIN CD1D1,general,train
3w2s,8.16,EPIDERMAL GROWTH FACTOR RECEPTOR,general,train
4elg,8.16,DIHYDROFOLATE REDUCTASE,refined,train
4zud,8.16,CHIMERA PROTEIN OF SOLUBLE CYTOCHROME B562 AND TYPE,general,train
5myx,8.16,FAB C#24 LIGHT CHAIN,general,train
2g63,8.17,DIPEPTIDYL PEPTIDASE 4,general,train
3hac,8.17,DIPEPTIDYL PEPTIDASE 4,general,train
3krd,8.17,PROTEASOME SUBUNIT ALPHA,general,train
3kwf,8.17,DIPEPTIDYL PEPTIDASE 4,general,train
3rz8,8.17,CARBONIC ANHYDRASE 2,refined,train
3zim,8.17,"PHOSPHATIDYLINOSITOL 4,5-BISPHOSPHATE 3-KINASE",general,train
4aac,8.17,MITOGEN-ACTIVATED PROTEIN KINASE 14,general,train
4ayy,8.17,THROMBIN LIGHT CHAIN,general,train
4k5y,8.17,CORTICOTROPIN-RELEASING FACTOR RECEPTOR 1,general,train
4mxc,8.17,HEPATOCYTE GROWTH FACTOR RECEPTOR,general,train
4q09,8.17,CARBONIC ANHYDRASE 2,refined,train
4q1e,8.17,DEOXYCYTIDINE KINASE,general,train
4qjm,8.17,CARBONIC ANHYDRASE 2,general,train
4xct,8.17,MATRIX METALLOPROTEINASE-9 (MMP-9),general,train
4z0q,8.17,CARBONIC ANHYDRASE 2,refined,train
5eqq,8.17,NS3 PROTEASE,general,train
5f62,8.17,BROMODOMAIN-CONTAINING PROTEIN 4,refined,train
5lhh,8.17,LYSINE-SPECIFIC HISTONE DEMETHYLASE 1A,general,train
5owt,8.17,TANKYRASE-2,general,train
6fjf,8.17,TUBULIN ALPHA-1B CHAIN,general,train
1dwd,8.18,THROMBIN ALPHA,general,train
2f80,8.18,HIV-1 PROTEASE,refined,train
2iiv,8.18,DIPEPTIDYL PEPTIDASE 4,general,train
2pj3,8.18,CARBOXYPEPTIDASE B,general,train
3ixk,8.18,BETA-SECRETASE 1,general,train
3l3n,8.18,ANGIOTENSIN-CONVERTING ENZYME,refined,train
3oe9,8.18,"C-X-C CHEMOKINE RECEPTOR TYPE 4, LYSOZYME CHIMERA",general,train
3wzj,8.18,DUAL SPECIFICITY PROTEIN KINASE TTK,general,train
4anb,8.18,MITOGEN-ACTIVATED PROTEIN KINASE KINASE 1 (MERK 1),general,train
4kbk,8.18,CASEIN KINASE I ISOFORM DELTA,general,train
4qlq,8.18,PROTEASOME SUBUNIT ALPHA TYPE-2,general,train
1epq,8.19,ENDOTHIAPEPSIN,general,train
1oky,8.19,3-PHOSPHOINOSITIDE-DEPENDENT PROTEIN KINASE 1,general,train
1p03,8.19,ALPHA-LYTIC PROTEASE,general,train
1w6j,8.19,LANOSTEROL SYNTHASE,general,train
2h5d,8.19,ALPHA-LYTIC PROTEASE,general,train
2h65,8.19,"CASPASE-3, SUBUNIT P17",general,train
2r59,8.19,LEUKOTRIENE A-4 HYDROLASE,refined,train
2wtw,8.19,SERINE/THREONINE-PROTEIN KINASE 6,general,train
2yj8,8.19,CATHEPSIN L1,general,train
2zir,8.19,FARNESYLTRANSFERASE ALPHA SUBUNIT,general,train
3blr,8.19,CYCLIN-DEPENDENT KINASE 9,general,train
3c5u,8.19,MITOGEN-ACTIVATED PROTEIN KINASE 14,general,train
3g6h,8.19,TYROSINE-PROTEIN KINASE SRC,general,train
3hit,8.19,VACUOLAR SAPORIN,refined,train
3hpt,8.19,COAGULATION FACTOR X,general,train
3roc,8.19,MITOGEN-ACTIVATED PROTEIN KINASE 14,refined,train
4mc2,8.19,HIV-1 PROTEASE,refined,train
5a8x,8.19,NEUTROPHIL ELASTASE,general,train
5aa9,8.19,ALK TYROSINE KINASE RECEPTOR,refined,train
5acy,8.19,BROMODOMAIN-CONTAINING PROTEIN 4,refined,train
5fl5,8.19,CARBONIC ANHYDRASE 9,refined,train
5m25,8.19,WD REPEAT-CONTAINING PROTEIN 5,refined,train
